,time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.pose.position.x,.pose.position.y,.pose.position.z,.pose.orientation.x,.pose.orientation.y,.pose.orientation.z,.pose.orientation.w
23,2022/05/19/14:29:21.323405,339,1652938161,321106678,map,4.63087204532,-1.83129928636,1e-05,0.0,0.0,-0.0837521072873,0.996486620344
24,2022/05/19/14:29:21.621791,340,1652938161,621098182,map,4.79878534475,-1.85349685372,1e-05,0.0,0.0,-0.095561787903,0.995423500171
25,2022/05/19/14:29:21.821729,341,1652938161,821144496,map,4.98437372852,-1.88679320398,1e-05,0.0,0.0,-0.0749463550421,0.997187567043
26,2022/05/19/14:29:22.121719,342,1652938162,121091312,map,5.15228702795,-1.90899077135,1e-05,0.0,0.0,-0.0284478209012,0.999595278843
27,2022/05/19/14:29:22.321969,343,1652938162,321171604,map,5.30252524303,-1.93118833793,1e-05,0.0,0.0,-0.0603752141487,0.998175752819
28,2022/05/19/14:29:22.622132,344,1652938162,621286934,map,5.47043854246,-1.93118833793,1e-05,0.0,0.0,-0.00954296643464,0.999954464859
29,2022/05/19/14:29:22.821989,345,1652938162,821237617,map,5.61183921473,-1.94228712161,1e-05,0.0,0.0,-0.0516200313436,0.998666797468
30,2022/05/19/14:29:23.121758,346,1652938163,121149246,map,5.76207742981,-1.96448468897,1e-05,0.0,0.0,-0.0221863756916,0.999753852072
31,2022/05/19/14:29:23.321738,347,1652938163,321159458,map,5.92115318769,-1.97558347266,1e-05,0.0,0.0,-0.0890953432818,0.996023102044
32,2022/05/19/14:29:23.621756,348,1652938163,621141256,map,6.08906648712,-1.97558347266,1e-05,0.0,0.0,0.0720064632173,0.997404165449
33,2022/05/19/14:29:23.821713,349,1652938163,821204604,map,6.24814224375,-1.98668225634,1e-05,0.0,0.0,-0.107281508158,0.994228684965
34,2022/05/19/14:29:24.122319,350,1652938164,121313684,map,6.41605554318,-2.00887982292,1e-05,0.0,0.0,-0.023498782464,0.999723865486
35,2022/05/19/14:29:24.322133,351,1652938164,321272559,map,6.57513130106,-2.0199786066,1e-05,0.0,0.0,-0.139659612931,0.990199572064
36,2022/05/19/14:29:24.622122,352,1652938164,621266692,map,6.76955722638,-2.04217617397,1e-05,0.0,0.0,0.0166097092081,0.999862049265
37,2022/05/19/14:29:24.821993,353,1652938164,821313170,map,6.93747052581,-2.06437374133,1e-05,0.0,0.0,-0.114403568515,0.993434357928
38,2022/05/19/14:29:25.121947,354,1652938165,121129914,map,7.08770874089,-2.09767009159,1e-05,0.0,0.0,-0.0894788251178,0.995988724763
39,2022/05/19/14:29:25.322092,355,1652938165,321193276,map,7.26445958186,-2.14206522553,1e-05,0.0,0.0,-0.0525359572516,0.998619033063
40,2022/05/19/14:29:25.621789,356,1652938165,621178501,map,7.42353533974,-2.1642627929,1e-05,0.0,0.0,-0.139560757806,0.990213509745
41,2022/05/19/14:29:25.821818,357,1652938165,821152844,map,7.56493601327,-2.20865792684,1e-05,0.0,0.0,-0.200372112563,0.979719866343
42,2022/05/19/14:29:26.121800,358,1652938166,121219673,map,7.75052439579,-2.24195427789,1e-05,0.0,0.0,-0.132967558115,0.991120390512
43,2022/05/19/14:29:26.322002,359,1652938166,321156658,map,7.93611277957,-2.29744819551,1e-05,0.0,0.0,-0.120533181728,0.99270929889
44,2022/05/19/14:29:26.622261,360,1652938166,621355761,map,8.104026079,-2.35294211314,1e-05,0.0,0.0,-0.122697349778,0.992444134628
45,2022/05/19/14:29:26.821901,361,1652938166,821173773,map,8.28077691997,-2.40843603076,1e-05,0.0,0.0,-0.125143624711,0.992138636076
46,2022/05/19/14:29:27.121820,362,1652938167,121158337,map,8.43985267785,-2.44173238181,1e-05,0.0,0.0,-0.0659706164958,0.997821566092
47,2022/05/19/14:29:27.322324,363,1652938167,321287163,map,8.60776597728,-2.47502873207,1e-05,0.0,0.0,-0.112636054673,0.993636311327
48,2022/05/19/14:29:27.622330,364,1652938167,621213687,map,8.77567927671,-2.5194238668,1e-05,0.0,0.0,-0.13196816709,0.991253954784
49,2022/05/19/14:29:27.822062,365,1652938167,821245667,map,8.96126766048,-2.54162143338,1e-05,0.0,0.0,-0.00627677363941,0.999980300862
50,2022/05/19/14:29:28.123677,366,1652938168,121246613,map,9.13801850146,-2.57491778443,1e-05,0.0,0.0,-0.127069023115,0.991893877068
51,2022/05/19/14:29:28.322274,367,1652938168,321247860,map,9.32360688523,-2.60821413469,1e-05,0.0,0.0,-0.0944562586433,0.995529012738
52,2022/05/19/14:29:28.621943,368,1652938168,621182895,map,9.50919526775,-2.65260926942,1e-05,0.0,0.0,-0.1344536792,0.990919879783
53,2022/05/19/14:29:28.821969,369,1652938168,821216343,map,9.68594610998,-2.674806836,1e-05,0.0,0.0,-0.0248148128036,0.999692065121
54,2022/05/19/14:29:29.121950,370,1652938169,121211851,map,9.88920957685,-2.69700440336,1e-05,0.0,0.0,-0.0594663120225,0.998230312971
55,2022/05/19/14:29:29.322120,371,1652938169,321204216,map,10.0747979606,-2.73030075441,1e-05,0.0,0.0,-0.0823216187163,0.996605815301
56,2022/05/19/14:29:29.621939,372,1652938169,621208299,map,10.2603863444,-2.76359710467,1e-05,0.0,0.0,-0.0355438212814,0.999368118747
57,2022/05/19/14:29:29.822006,373,1652938169,821170158,map,10.4636498125,-2.79689345572,1e-05,0.0,0.0,-0.0298418336975,0.999554633305
58,2022/05/19/14:29:30.122347,374,1652938170,121207946,map,10.6227255692,-2.83018980598,1e-05,0.0,0.0,-0.0726122478341,0.997360246583
59,2022/05/19/14:29:30.321906,375,1652938170,321202092,map,10.8259890373,-2.86348615702,1e-05,0.0,0.0,-0.0812214819167,0.996696077486
60,2022/05/19/14:29:30.621799,376,1652938170,621161642,map,11.0204149626,-2.8856837236,1e-05,0.0,0.0,-0.0732489020725,0.997313691045
61,2022/05/19/14:29:30.822078,377,1652938170,821255060,map,11.2148408879,-2.93007885833,1e-05,0.0,0.0,-0.0742693141956,0.997238220772
62,2022/05/19/14:29:31.122567,378,1652938171,121310691,map,11.4004292717,-2.95227642491,1e-05,0.0,0.0,-0.0855003924659,0.996338136823
63,2022/05/19/14:29:31.322227,379,1652938171,321230267,map,11.594855197,-2.98557277596,1e-05,0.0,0.0,-0.0771655519749,0.997018293507
64,2022/05/19/14:29:31.622216,380,1652938171,621236672,map,11.7892811223,-3.01886912622,1e-05,0.0,0.0,-0.0995073983675,0.995036822268
65,2022/05/19/14:29:31.821213,381,1652938171,820964136,map,11.9660319646,-3.05216547727,1e-05,0.0,0.0,-0.0822458673786,0.996612069613
66,2022/05/19/14:29:32.121123,382,1652938172,120939491,map,12.1604578899,-3.08546182753,1e-05,0.0,0.0,-0.0342400693752,0.999413636914
67,2022/05/19/14:29:32.321146,383,1652938172,320946902,map,12.3548838152,-3.10765939489,1e-05,0.0,0.0,-0.057251605519,0.998359781675
68,2022/05/19/14:29:32.621176,384,1652938172,620944993,map,12.5581472833,-3.11875817857,1e-05,0.0,0.0,-0.0559630041913,0.998432843091
69,2022/05/19/14:29:32.821782,385,1652938172,820920654,map,12.770248293,-3.15205452883,1e-05,0.0,0.0,-0.0938744319956,0.99558404518
70,2022/05/19/14:29:33.121079,386,1652938173,120916404,map,12.9558366755,-3.16315331252,1e-05,0.0,0.0,-0.0938253440613,0.995588672501
71,2022/05/19/14:29:33.321151,387,1652938173,320925108,map,13.1502626021,-3.1742520962,1e-05,0.0,0.0,-0.0707510295549,0.997494005905
72,2022/05/19/14:29:33.621783,388,1652938173,621155344,map,13.3446885274,-3.15205452883,1e-05,0.0,0.0,-0.0585284378192,0.998285741642
73,2022/05/19/14:29:33.822337,389,1652938173,821288157,map,13.5391144528,-3.14095574594,1e-05,0.0,0.0,-0.057542333628,0.998343067207
74,2022/05/19/14:29:34.121562,390,1652938174,121089240,map,13.7070277522,-3.16315331252,1e-05,0.0,0.0,-0.110532191908,0.99387254442
75,2022/05/19/14:29:34.321808,391,1652938174,321114765,map,13.8749410516,-3.18535087988,1e-05,0.0,0.0,-0.146692579018,0.98918213048
76,2022/05/19/14:29:34.622031,392,1652938174,621190513,map,14.0605294354,-3.16315331252,1e-05,0.0,0.0,0.0515330553295,0.998671289368
77,2022/05/19/14:29:34.822217,393,1652938174,821287897,map,14.2549553607,-3.15205452883,1e-05,0.0,0.0,-0.0385689273006,0.999255942112
78,2022/05/19/14:29:35.121824,394,1652938175,121137392,map,14.4670563704,-3.15205452883,1e-05,0.0,0.0,-0.00815286621302,0.999966764834
79,2022/05/19/14:29:35.321988,395,1652938175,321244754,map,14.6614822957,-3.1742520962,1e-05,0.0,0.0,-0.125486129425,0.992095374106
80,2022/05/19/14:29:35.622169,396,1652938175,621267278,map,14.8735833054,-3.14095574594,1e-05,0.0,0.0,-0.0622215225411,0.998062363849
81,2022/05/19/14:29:35.822100,397,1652938175,821345884,map,15.0768467735,-3.12985696226,1e-05,0.0,0.0,-0.000654672955658,0.999999785702
82,2022/05/19/14:29:36.122473,398,1652938176,121295394,map,15.2712726988,-3.12985696226,1e-05,0.0,0.0,-0.0494327027607,0.998777456643
83,2022/05/19/14:29:36.321746,399,1652938176,321146771,map,15.4833737085,-3.14095574594,1e-05,0.0,0.0,-0.0686182860859,0.997642987654
84,2022/05/19/14:29:36.621766,400,1652938176,621167985,map,15.7219873441,-3.10765939489,1e-05,0.0,0.0,0.0587674848173,0.99827169785
85,2022/05/19/14:29:36.821873,401,1652938176,821118767,map,15.9252508122,-3.08546182753,1e-05,0.0,0.0,-0.130344411747,0.991468776274
86,2022/05/19/14:29:37.121853,402,1652938177,121149605,map,16.1020016532,-3.09656061121,1e-05,0.0,0.0,-0.336434372183,0.941706914711
87,2022/05/19/14:29:37.321723,403,1652938177,321109450,map,16.3317777472,-3.09656061121,1e-05,0.0,0.0,-0.0332068116873,0.999448501754
88,2022/05/19/14:29:37.621366,404,1652938177,621088788,map,16.5527162984,-3.09656061121,1e-05,0.0,0.0,-0.0965386489941,0.99532923661
89,2022/05/19/14:29:37.821776,405,1652938177,821153442,map,16.7824923924,-3.10765939489,1e-05,0.0,0.0,-0.135702862941,0.990749581372
90,2022/05/19/14:29:38.121979,406,1652938178,121140707,map,17.0122684864,-3.11875817857,1e-05,0.0,0.0,-0.0564731412715,0.998404118739
91,2022/05/19/14:29:38.321785,407,1652938178,321197273,map,17.2155319546,-3.15205452883,1e-05,0.0,0.0,-0.1136307481,0.99352305111
92,2022/05/19/14:29:38.622151,408,1652938178,621214750,map,17.4276329642,-3.14095574594,1e-05,0.0,0.0,-0.0553573553716,0.998466605954
93,2022/05/19/14:29:38.821906,409,1652938178,821168243,map,17.6662465998,-3.14095574594,1e-05,0.0,0.0,0.0299088244249,0.999552631041
94,2022/05/19/14:29:39.122107,410,1652938179,121186115,map,17.8606725251,-3.15205452883,1e-05,0.0,0.0,-0.041761696238,0.999127599823
95,2022/05/19/14:29:39.322934,411,1652938179,321250545,map,18.0550984504,-3.1742520962,1e-05,0.0,0.0,-0.071271217404,0.997456973292
96,2022/05/19/14:29:39.621608,412,1652938179,621196973,map,18.2141742083,-3.20754844725,1e-05,0.0,0.0,-0.0841399419202,0.996453947844
97,2022/05/19/14:29:39.823148,413,1652938179,821346214,map,18.4616253867,-3.26304236487,1e-05,0.0,0.0,-0.132084772526,0.991238423825
98,2022/05/19/14:29:40.122246,414,1652938180,121212621,map,18.7090765638,-3.30743749881,1e-05,0.0,0.0,-0.0803061768216,0.996770243318
99,2022/05/19/14:29:40.322648,415,1652938180,321187268,map,18.9300151163,-3.36293141644,1e-05,0.0,0.0,-0.0781014441728,0.99694541697
100,2022/05/19/14:29:40.622227,416,1652938180,621492548,map,19.1156035001,-3.41842533406,1e-05,0.0,0.0,-0.0181758178509,0.999834806178
101,2022/05/19/14:29:40.822255,417,1652938180,821298836,map,19.3188669669,-3.47391925248,1e-05,0.0,0.0,-0.0196221755067,0.99980746658
102,2022/05/19/14:29:41.123241,418,1652938181,121207008,map,19.522130435,-3.50721560274,1e-05,0.0,0.0,-0.104858079893,0.994487196037
103,2022/05/19/14:29:41.322293,419,1652938181,321157287,map,19.7342314447,-3.55161073668,1e-05,0.0,0.0,-0.0733406335305,0.997306949476
104,2022/05/19/14:29:41.621576,420,1652938181,621133628,map,19.9551699959,-3.61820343799,1e-05,0.0,0.0,-0.0779893008079,0.996954196019
105,2022/05/19/14:29:41.822029,421,1652938181,821168772,map,20.1761085484,-3.69589492298,1e-05,0.0,0.0,-0.130718177398,0.991419567135
106,2022/05/19/14:29:42.121892,422,1652938182,121150144,map,20.3970470996,-3.75138884139,1e-05,0.0,0.0,-0.110196707242,0.993909797574
107,2022/05/19/14:29:42.323669,423,1652938182,322864637,map,20.6268231936,-3.80688275902,1e-05,0.0,0.0,-0.0430551294459,0.99907269797
108,2022/05/19/14:29:42.622182,424,1652938182,621206232,map,20.8565992877,-3.84017910928,1e-05,0.0,0.0,-0.0532051391595,0.998583603494
109,2022/05/19/14:29:42.822475,425,1652938182,821310952,map,21.051025213,-3.90677181058,1e-05,0.0,0.0,-0.29478590923,0.955563324809
110,2022/05/19/14:29:43.121984,426,1652938183,121205774,map,21.2719637655,-3.95116694532,1e-05,0.0,0.0,-0.0902229783982,0.995921590372
111,2022/05/19/14:29:43.322586,427,1652938183,321239019,map,21.4840647751,-3.97336451189,1e-05,0.0,0.0,0.102544360394,0.994728432363
112,2022/05/19/14:29:43.621809,428,1652938183,621184652,map,21.687328242,-4.00666086294,1e-05,0.0,0.0,-0.0786011617653,0.996906142708
113,2022/05/19/14:29:43.821702,429,1652938183,821117882,map,21.8905917101,-4.06215478057,1e-05,0.0,0.0,-0.111175631486,0.993800774282
114,2022/05/19/14:29:44.121491,430,1652938184,120981143,map,22.1115302613,-4.08435234793,1e-05,0.0,0.0,-0.0322195713109,0.999480814836
115,2022/05/19/14:29:44.322012,431,1652938184,321181567,map,22.3501438969,-4.11764869819,1e-05,0.0,0.0,-0.00184751722867,0.999998293339
116,2022/05/19/14:29:44.621759,432,1652938184,621146048,map,22.553407365,-4.13984626556,1e-05,0.0,0.0,-0.121207743438,0.992627162096
117,2022/05/19/14:29:44.821672,433,1652938184,821145050,map,22.7743459175,-4.16204383213,1e-05,0.0,0.0,-0.0257061297154,0.999669542847
118,2022/05/19/14:29:45.121983,434,1652938185,121187661,map,22.9776093844,-4.17314261582,1e-05,0.0,0.0,-0.0796180224644,0.996825446354
119,2022/05/19/14:29:45.322446,435,1652938185,321243856,map,23.1808728525,-4.21753775055,1e-05,0.0,0.0,-0.112237608004,0.993681397305
120,2022/05/19/14:29:45.622105,436,1652938185,621223137,map,23.3752987778,-4.26193288449,1e-05,0.0,0.0,-0.130629236699,0.991431289863
121,2022/05/19/14:29:45.822080,437,1652938185,821269528,map,23.5873997875,-4.29522923475,1e-05,0.0,0.0,-0.0555746628847,0.99845453419
122,2022/05/19/14:29:46.122174,438,1652938186,121276521,map,23.7995007972,-4.31742680211,1e-05,0.0,0.0,-0.0823297069482,0.996605147164
123,2022/05/19/14:29:46.322019,439,1652938186,321214894,map,24.0027642653,-4.33962436948,1e-05,0.0,0.0,0.00369424275836,0.999993176262
124,2022/05/19/14:29:46.622382,440,1652938186,621341376,map,24.232540358,-4.35072315316,1e-05,0.0,0.0,-0.0792450062207,0.996855169515
125,2022/05/19/14:29:46.822196,441,1652938186,821328147,map,24.4181287418,-4.3951182871,1e-05,0.0,0.0,-0.137830568845,0.990455821474
126,2022/05/19/14:29:47.122268,442,1652938187,121291614,map,24.6213922099,-4.3951182871,1e-05,0.0,0.0,-0.0942119596593,0.995552161696
127,2022/05/19/14:29:47.322427,443,1652938187,321337953,map,24.8246556768,-4.40621707079,1e-05,0.0,0.0,-0.125305528446,0.992118200892
128,2022/05/19/14:29:47.623234,444,1652938187,621405967,map,25.0367566865,-4.41731585447,1e-05,0.0,0.0,-0.00363210945388,0.999993403869
129,2022/05/19/14:29:47.821195,445,1652938187,821055943,map,25.2665327805,-4.42841463736,1e-05,0.0,0.0,-0.0241216011095,0.999709031849
130,2022/05/19/14:29:48.121209,446,1652938188,120984521,map,25.4521211643,-4.45061220473,1e-05,0.0,0.0,-0.100079960929,0.994979397485
131,2022/05/19/14:29:48.321186,447,1652938188,320969334,map,25.664222174,-4.4728097721,1e-05,0.0,0.0,-0.0468363104436,0.998902577844
132,2022/05/19/14:29:48.621192,448,1652938188,620970518,map,25.8674856421,-4.51720490604,1e-05,0.0,0.0,-0.106140159588,0.99435117867
133,2022/05/19/14:29:48.821251,449,1652938188,820971488,map,26.0972617361,-4.55050125709,1e-05,0.0,0.0,-0.0681334365487,0.997676217429
134,2022/05/19/14:29:49.122536,450,1652938189,121287525,map,26.3182002873,-4.56160003998,1e-05,0.0,0.0,-0.0154939767773,0.999879961137
135,2022/05/19/14:29:49.322227,451,1652938189,321392220,map,26.5568139229,-4.57269882366,1e-05,0.0,0.0,-0.02482388572,0.999691839868
136,2022/05/19/14:29:49.622184,452,1652938189,621397015,map,26.7865900169,-4.58379760735,1e-05,0.0,0.0,-0.0403939900019,0.999183829719
137,2022/05/19/14:29:49.822207,453,1652938189,821408349,map,26.9633408591,-4.62819274208,1e-05,0.0,0.0,-0.101881223327,0.994796570326
138,2022/05/19/14:29:50.122509,454,1652938190,121332178,map,27.1577667845,-4.65039030865,1e-05,0.0,0.0,-0.0335863834786,0.999435818272
139,2022/05/19/14:29:50.322824,455,1652938190,321511494,map,27.4317305887,-4.69478544338,1e-05,0.0,0.0,-0.16734616196,0.985898200666
140,2022/05/19/14:29:50.622383,456,1652938190,621681466,map,27.6703442243,-4.73918057733,1e-05,0.0,0.0,-0.0897077605833,0.995968130861
141,2022/05/19/14:29:50.822190,457,1652938190,821390348,map,27.9177954027,-4.78357571127,1e-05,0.0,0.0,-0.104494615728,0.994525452306
142,2022/05/19/14:29:51.122329,458,1652938191,121381207,map,28.0945462436,-4.827970846,1e-05,0.0,0.0,-0.588275814512,0.808660352719
143,2022/05/19/14:29:51.322403,459,1652938191,321281729,map,28.3243223376,-4.85016841258,1e-05,0.0,0.0,-0.133186983969,0.991090927867
144,2022/05/19/14:29:51.621967,460,1652938191,621202936,map,28.5452608889,-4.88346476362,1e-05,0.0,0.0,-0.0808030229346,0.996730089585
145,2022/05/19/14:29:51.822047,461,1652938191,821335540,map,28.7838745257,-4.9056623302,1e-05,0.0,0.0,-0.0588220191201,0.998268485963
146,2022/05/19/14:29:52.123601,462,1652938192,121225746,map,29.0224881613,-4.95005746493,1e-05,0.0,0.0,-0.172689341202,0.984976340546
147,2022/05/19/14:29:52.321891,463,1652938192,321289528,map,29.2522642553,-5.01665016624,1e-05,0.0,0.0,-0.168496605144,0.985702233971
148,2022/05/19/14:29:52.621815,464,1652938192,621241889,map,29.4555277221,-5.06104530018,1e-05,0.0,0.0,-0.0617737487051,0.998090178276
149,2022/05/19/14:29:52.822081,465,1652938192,821239783,map,29.6676287318,-5.14983556886,1e-05,0.0,0.0,-0.275547596694,0.961287429417
150,2022/05/19/14:29:53.121792,466,1652938193,121133593,map,29.923917453,-5.18313191912,1e-05,0.0,0.0,-0.0717135707413,0.997425267261
151,2022/05/19/14:29:53.321712,467,1652938193,321192965,map,30.1890437144,-5.22752705385,1e-05,0.0,0.0,-0.0877947794523,0.99613858308
152,2022/05/19/14:29:53.621489,468,1652938193,621044281,map,30.4364948928,-5.27192218779,1e-05,0.0,0.0,-0.0712114176758,0.997461244356
153,2022/05/19/14:29:53.821850,469,1652938193,821183417,map,30.6751085284,-5.30521853805,1e-05,0.0,0.0,-0.0883646747918,0.996088191
154,2022/05/19/14:29:54.121704,470,1652938194,121119556,map,30.887209538,-5.34961367278,1e-05,0.0,0.0,-0.179333234178,0.983788387368
155,2022/05/19/14:29:54.321701,471,1652938194,321128151,map,31.1081480893,-5.38291002304,1e-05,0.0,0.0,-0.040478918018,0.99918039272
156,2022/05/19/14:29:54.621150,472,1652938194,620967926,map,31.3202491002,-5.41620637409,1e-05,0.0,0.0,-0.0976469079886,0.995221121842
157,2022/05/19/14:29:54.824120,473,1652938194,821131036,map,31.5235125671,-5.43840394145,1e-05,0.0,0.0,-0.0588016341137,0.998269686921
158,2022/05/19/14:29:55.121754,474,1652938195,121087359,map,31.7267760352,-5.47170029171,1e-05,0.0,0.0,-0.0920514233511,0.995754254552
159,2022/05/19/14:29:55.321999,475,1652938195,321197070,map,31.912364419,-5.4827990754,1e-05,0.0,0.0,0.0441069117489,0.999026816625
160,2022/05/19/14:29:55.621702,476,1652938195,621114641,map,32.1067903443,-5.52719420934,1e-05,0.0,0.0,-0.203857989332,0.979000469962
161,2022/05/19/14:29:55.821786,477,1652938195,821222660,map,32.3365664383,-5.57158934407,1e-05,0.0,0.0,-0.128301093115,0.991735261804
162,2022/05/19/14:29:56.121817,478,1652938196,121247064,map,32.5751800739,-5.59378691065,1e-05,0.0,0.0,-0.0222836537415,0.999751688559
163,2022/05/19/14:29:56.321710,479,1652938196,321161837,map,32.7519309148,-5.61598447801,1e-05,0.0,0.0,-0.178342414416,0.983968486904
164,2022/05/19/14:29:56.621940,480,1652938196,621196829,map,32.9728694673,-5.63818204538,1e-05,0.0,0.0,-0.0248669820448,0.99969076879
165,2022/05/19/14:29:56.822246,481,1652938196,821162650,map,33.2291581872,-5.66037961195,1e-05,0.0,0.0,-0.0547273753447,0.998501334194
166,2022/05/19/14:29:57.122239,482,1652938197,121200759,map,33.4589342812,-5.70477474668,1e-05,0.0,0.0,-0.0895102888146,0.995985897589
167,2022/05/19/14:29:57.321844,483,1652938197,321171867,map,33.6621977481,-5.74916988063,1e-05,0.0,0.0,-0.101095365979,0.99487673959
168,2022/05/19/14:29:57.621799,484,1652938197,621162661,map,34.0510496,-5.73807109694,1e-05,0.0,0.0,0.00419453749134,0.999991202889
169,2022/05/19/14:29:57.822417,485,1652938197,821217316,map,34.3073383199,-5.76026866431,1e-05,0.0,0.0,-0.0498963874228,0.998754399501
170,2022/05/19/14:29:58.122675,486,1652938198,121139089,map,34.5459519555,-5.79356501457,1e-05,0.0,0.0,-0.11027815103,0.993900764365
171,2022/05/19/14:29:58.322153,487,1652938198,321233917,map,34.7934031339,-5.78246623089,1e-05,0.0,0.0,0.0591840666776,0.998247086773
172,2022/05/19/14:29:58.622329,488,1652938198,621255249,map,35.040854311,-5.74916988063,1e-05,0.0,0.0,0.0464458693353,0.998920808283
173,2022/05/19/14:29:58.822320,489,1652938198,821294989,map,35.3148181152,-5.74916988063,1e-05,0.0,0.0,-0.0466506360564,0.998911266407
174,2022/05/19/14:29:59.122554,490,1652938199,121306802,map,35.500406499,-5.78246623089,1e-05,0.0,0.0,-0.0524102923754,0.998625636189
175,2022/05/19/14:29:59.321976,491,1652938199,321137550,map,35.6683197984,-5.82686136562,1e-05,0.0,0.0,-0.0705173043434,0.997510556229
176,2022/05/19/14:29:59.622453,492,1652938199,621181289,map,35.8362330979,-5.84905893219,1e-05,0.0,0.0,0.00190293133498,0.999998189425
177,2022/05/19/14:29:59.822522,493,1652938199,821401995,map,36.1720596967,-5.88235528324,1e-05,0.0,0.0,-0.1012025005,0.994865847184
178,2022/05/19/14:30:00.122984,494,1652938200,121473506,map,36.4548610425,-5.90455285061,1e-05,0.0,0.0,-0.0306281811688,0.999530847207
179,2022/05/19/14:30:00.322337,495,1652938200,321369424,map,36.7111497625,-5.94894798455,1e-05,0.0,0.0,-0.0872617152725,0.996185421017
180,2022/05/19/14:30:00.622108,496,1652938200,621330437,map,36.9851135667,-5.96004676823,1e-05,0.0,0.0,-0.325774591873,0.945447468287
181,2022/05/19/14:30:00.822038,497,1652938200,821321939,map,37.2325647451,-6.04883703612,1e-05,0.0,0.0,-0.198977972237,0.980003962525
182,2022/05/19/14:30:01.122071,498,1652938201,121207411,map,37.5242036337,-6.03773825322,1e-05,0.0,0.0,0.0291956454679,0.999573716284
183,2022/05/19/14:30:01.322223,499,1652938201,321246664,map,37.7893298952,-6.13762730479,1e-05,0.0,0.0,-0.0651184633001,0.997877540451
184,2022/05/19/14:30:01.622036,500,1652938201,621273365,map,38.0102684476,-6.18202243873,1e-05,0.0,0.0,-0.280449682665,0.959868728261
